2.000000000000000000e+03,1.391970947265625000e+03,1.123933349609375000e+03,6.295442504882812500e+02,-3.326577758789062500e+02,1.700000000000000000e+03
2.000000000000000000e+03,8.647684326171875000e+02,1.135977783203125000e+03,8.297332763671875000e+02,-2.744264221191406250e+02,1.700000000000000000e+03
2.000000000000000000e+03,3.742272033691406250e+02,8.409287719726562500e+02,6.796508789062500000e+02,-2.916451721191406250e+02,1.700000000000000000e+03
2.000000000000000000e+03,6.898959350585937500e+02,9.926124877929687500e+02,6.835802001953125000e+02,-3.258744506835937500e+02,1.700000000000000000e+03
2.000000000000000000e+03,8.871972656250000000e+02,1.137424194335937500e+03,6.680052490234375000e+02,-2.987691955566406250e+02,1.700000000000000000e+03
2.000000000000000000e+03,1.096028686523437500e+03,1.156598022460937500e+03,6.572920532226562500e+02,-2.978593750000000000e+02,1.700000000000000000e+03
2.000000000000000000e+03,1.443296875000000000e+03,1.075610839843750000e+03,6.024123535156250000e+02,-2.928396301269531250e+02,1.700000000000000000e+03
2.000000000000000000e+03,7.623080444335937500e+02,1.042495483398437500e+03,7.186360473632812500e+02,-3.016356506347656250e+02,1.700000000000000000e+03
2.000000000000000000e+03,6.166072998046875000e+02,9.192384643554687500e+02,6.956234130859375000e+02,-2.801487121582031250e+02,1.700000000000000000e+03
2.000000000000000000e+03,4.077643737792968750e+02,8.371931762695312500e+02,6.536566772460937500e+02,-3.429117126464843750e+02,1.700000000000000000e+03
2.000000000000000000e+03,1.151088500976562500e+03,1.152252441406250000e+03,7.221603393554687500e+02,-3.535626831054687500e+02,1.700000000000000000e+03
2.000000000000000000e+03,9.721206054687500000e+02,1.226187744140625000e+03,7.736030883789062500e+02,-3.381192932128906250e+02,1.700000000000000000e+03
2.000000000000000000e+03,8.898720703125000000e+02,1.077753051757812500e+03,7.099382324218750000e+02,-3.418548583984375000e+02,1.700000000000000000e+03
2.000000000000000000e+03,9.061751098632812500e+02,1.228167724609375000e+03,8.506262817382812500e+02,-3.136611328125000000e+02,1.700000000000000000e+03
2.000000000000000000e+03,1.408854980468750000e+03,1.189698364257812500e+03,6.061299438476562500e+02,-3.048707885742187500e+02,1.700000000000000000e+03
2.000000000000000000e+03,1.498077148437500000e+03,1.410849853515625000e+03,7.844187622070312500e+02,-2.023943786621093750e+02,1.700000000000000000e+03
2.000000000000000000e+03,1.730655273437500000e+03,1.207838867187500000e+03,6.273174438476562500e+02,-3.367363586425781250e+02,1.700000000000000000e+03
2.000000000000000000e+03,1.410901977539062500e+03,1.591868041992187500e+03,9.877156982421875000e+02,-3.445506591796875000e+02,1.700000000000000000e+03
2.000000000000000000e+03,4.721748657226562500e+02,8.832115478515625000e+02,6.807153320312500000e+02,-3.260478210449218750e+02,1.700000000000000000e+03
