6.396306090249682944e+18,2.691406552702648320e+18,7.289328334817722368e+18,8.627500506274594816e+18,1.762301854948209459e+19,1.015537306813910221e+19,1.133437498855679590e+19,1.008480531235681075e+19,1.233394430790284083e+19,1.101301082950205440e+19,1.156546814345950003e+19,1.093765140204591514e+19,1.472044968915343770e+19,1.174363520664757862e+19,1.207090484265510502e+19,6.588279720947744768e+18,6.541364659302170624e+18,6.220112650433462272e+18,5.607162405739036672e+18,4.021891213736017920e+18,3.088931683190177792e+18,2.008149273920667648e+18,1.817042745580060672e+18,9.778324555012505600e+17,8.541483924927283200e+17,2.141983231130887782e+19,4.060157310759075840e+17,nan,3.831565407370608640e+17,7.392334157520568320e+17
nan,3.271229199246950400e+17,3.277865782712729600e+17,nan,4.748685579565137920e+17,3.711427956556431360e+17,1.200527746749431808e+18,1.704726395852161024e+18,1.388405146878214144e+18,5.657949947337637888e+18,4.944872676259790848e+18,6.577458877262987264e+18,1.560691994393155994e+19,1.888527988840149811e+19,2.376576571349454029e+19,2.509279048631320576e+19,2.774597581581110477e+19,3.281990531864854528e+19,3.497771887839150080e+19,3.332156849393762304e+19,3.528495321351769293e+19,4.088171149047889920e+19,4.026510976766862950e+19,2.857438745859614310e+19,2.891569346004385792e+19,4.212126571526147277e+19,1.225901588900478976e+19,9.192009017428279296e+18,6.865588098344943616e+18,8.709999612485697536e+18
3.926453948042444800e+17,nan,nan,1.280532198516064256e+18,1.684134879526125568e+18,1.578504247689871360e+18,8.526246755350609920e+17,1.373105030260850688e+18,1.523029900338921472e+18,8.636869444854874112e+18,1.018338862441483469e+19,1.421428291423698944e+19,1.886836060347328102e+19,1.926949762965805466e+19,2.422064906706826035e+19,2.342250038232612864e+19,2.461462387450970112e+19,2.721237622578164531e+19,2.568651137214945690e+19,2.297870230498364621e+19,2.313534312952312627e+19,2.280206356295817626e+19,2.266127109902145946e+19,1.843265493171122995e+19,2.010759596988379955e+19,4.386036325691477197e+19,7.719140624254894080e+18,5.908613859458940928e+18,3.451572608263258112e+18,5.200106914620375040e+17
1.562177187212165120e+18,5.516081473834188800e+17,8.605248040195850240e+17,1.176891270409224192e+18,6.948767802253639680e+17,1.450288822385377280e+18,3.260950002477826048e+18,1.700861337602621440e+18,1.915784112434577408e+18,4.203922510539915264e+18,6.945658933126103040e+18,1.612400376980019610e+19,2.029371470116395418e+19,2.454790111088974234e+19,3.317757645116407808e+19,4.425394443919346893e+19,4.734383159798818406e+19,5.169516645709774848e+19,5.029609948340394394e+19,4.900572583118556365e+19,5.057570968839389184e+19,5.449278583304355840e+19,5.529406592690159616e+19,5.475181757840805069e+19,5.407587301402345472e+19,5.156481275655513702e+19,4.768551583143585382e+19,4.643387577484076646e+19,3.694030975057631642e+19,5.742121630636913459e+19
nan,nan,3.710960664114626560e+17,4.213473555733544960e+17,5.706940199741685760e+17,7.410603917605601280e+18,1.057863336778635674e+19,9.015060762879590400e+18,1.534919441838086554e+19,2.467564896887452467e+19,2.883878921875069338e+19,3.788029983334806323e+19,4.308627188658837914e+19,5.607358008857618022e+19,6.376509053538087731e+19,7.189979652715603558e+19,7.719317535675803238e+19,9.122473813015632282e+19,9.652504388301330842e+19,9.532856412576048742e+19,1.008979599563528602e+20,1.079754723238818611e+20,1.037198785392725197e+20,9.683636400334831616e+19,8.844825136769636762e+19,6.787982808437909094e+19,4.164809308527132672e+19,3.158216748707505766e+19,2.425599176883149210e+19,3.144748830778877542e+19
5.029035274844241920e+17,3.421215298378792960e+17,1.075982422538977280e+18,3.227654316487606272e+18,2.641579709388816384e+18,1.473986266645345075e+19,1.912711307288431821e+19,2.110818233748553728e+19,2.401161211541874278e+19,3.126330251795025101e+19,3.421388375252900250e+19,4.135120735358576230e+19,4.520139800689455923e+19,5.280127515464040448e+19,5.625109404185735987e+19,6.255811703915256218e+19,6.330379702901722317e+19,6.868550182670172160e+19,6.813501593709287834e+19,6.486719261255191757e+19,6.571293695663721677e+19,6.957115844287528960e+19,6.611307562626396979e+19,6.707727695507934413e+19,6.174401663971465626e+19,5.253967495011342746e+19,3.327800804226839347e+19,2.707311648105404826e+19,2.272711645236245299e+19,3.072354786182850150e+19
4.542633320948695040e+17,6.407581307114618880e+17,5.189819127916658688e+18,7.248164268741230592e+18,9.900424908960169984e+18,4.384098931227754496e+18,3.646481110373761024e+18,2.283988896197692621e+19,2.315784353547393434e+19,3.047917700450877440e+19,3.385520986540893798e+19,4.100756598944065126e+19,4.636929485987171533e+19,5.741646201809063117e+19,6.491810879701096858e+19,7.309456104626952602e+19,7.807142126456039014e+19,9.337915639799270605e+19,9.579381587398413517e+19,9.248001097316958208e+19,9.607756903878754304e+19,9.963850896915405210e+19,9.693473071161566822e+19,8.378787897439105843e+19,7.351199283477793997e+19,5.711469445477774131e+19,3.652140021844017152e+19,2.917226449838538752e+19,2.423907248390327501e+19,3.489226263565749453e+19
4.882891625254092800e+17,1.149467320108711936e+18,6.093542231963074560e+17,5.147110797758955520e+17,4.007532966266798080e+17,2.257671205777571840e+18,3.645290614158786560e+18,2.022353040006184960e+18,5.543142241700151296e+18,1.794209572435106202e+19,2.015170617736691712e+19,2.611259411814521242e+19,2.974823706752607846e+19,4.109436583538379981e+19,4.791281127317621965e+19,6.010525613116568371e+19,6.814262895560359936e+19,8.589376040093089792e+19,9.217782119739162624e+19,8.859494381102773043e+19,8.770915085541231821e+19,8.832589771375745434e+19,8.631577055585737114e+19,8.857906686312264499e+19,8.747611596297496166e+19,7.976255810901010022e+19,4.631551554713393562e+19,3.259784135323313766e+19,2.522004796211200000e+19,3.230446746168668979e+19
nan,2.973289723105116160e+17,3.002965541938790400e+17,4.709876598675865600e+17,3.967497823754125312e+18,1.131141498674557747e+19,1.896331662667127194e+19,2.369848439796767130e+19,2.976884851250036736e+19,3.585974930521666355e+19,3.763415876230761677e+19,4.364548350047525274e+19,4.799077544367856026e+19,5.375211521815504486e+19,5.785029412203895194e+19,5.631688002157045350e+19,5.798081055030247424e+19,6.360526992321386906e+19,6.340176351505206477e+19,6.377543474077499392e+19,6.301568100207480013e+19,6.376348964645083546e+19,6.066741883426150810e+19,5.764247762829626573e+19,5.227686528279589683e+19,4.239905952704233472e+19,2.802632489261491814e+19,2.038296865706029875e+19,3.652497912878858240e+17,5.294397595844608000e+17
2.516151786578903040e+17,nan,3.291063014622494720e+17,2.657485244596224000e+18,2.667270073449709568e+19,6.375329937268460749e+19,6.895763535262279270e+19,6.782043686429314253e+19,6.828654623158645555e+19,6.745551775112731034e+19,6.688257983407928115e+19,7.194939329766175539e+19,7.268380109431845683e+19,7.624724351314978406e+19,7.602390191522290074e+19,7.134046616601336218e+19,7.214720863363819110e+19,7.999041210265737626e+19,8.015474950859128832e+19,7.486598422977943962e+19,7.489670018661298995e+19,7.888348536846365491e+19,7.589269059561062400e+19,7.536522408144089907e+19,7.401614970243881370e+19,7.673967518881205453e+19,6.605899724636343501e+19,3.086105938306793472e+19,3.881583222110289920e+17,nan
